Basque (eu),Spanish (es),es_traduction
"Psikologoa, gizakien portaera eta emozioak aztertzen dituena da, osasuntsu daudenengan zein osasuntsu ez daudenengan.","También los psicofármacos han avanzado mucho y son muy útiles las emociones, tanto en la salud como en la falta de salud.",Erreur
"Elkarrizketa: Arantza de Domingo, Psikologoa, haur eta nerabeetan espezializatua (688 Kb)","Entrevista a Arantza de Domingo, Psicóloga especializada en niños y adolescentes (688 Kb)",Erreur
"Sei hilabete pasatu behar izan ziren, salaketa ipini eta gero, konfidantzazko medikuak eta psikologoak ikusi orduko eta 2 urte Psikiatraren bisita izan arte. Bitartean, medikazio aldaketak, desegokiak, deskuido asko ematerakoan, informazio eskasa eta aldrebesa.","Mientras tanto, los cambios de medicación sin criterio claro eran frecuentes, así como los descuidos para dársela y la información que se administraba a los médicos de confianza era inadecuada y perversa.",Erreur
Nola jakinaraziko diot nire seme/alabari psikologoarengana joan behar dela?,¿Cómo le informo a mi hijo que va a acudir aun psicólogo?,Erreur
"Gipuzkoako Psikologoen Elkargo Ofizialak, Euskal Herriko Unibertsitatearekin batera, beren lanbidean diharduten elkargokideen zerrenda eskaintzen du, Psikologiako lizentziatura edo gradu-irakaskuntzan goi-mailan dauden ikasleak praktikak egiteko onartu eta, horrela, beren lanbidearekin zuzeneko harremanean jardunez, prestakuntza praktiko bat lor dezaten.","El Colegio Oficial de Psicólogos de Gipuzkoa en colaboración con la Universidad del País Vasco, ofrece un listado de profesionales colegiados ejerciente dispuestos a admitir en prácticas a estudiantes del nivel superior de la enseñanza de licenciatura o grado en psicología, con el objeto de que adquieran una formación práctica en contacto con la realidad profesional.",Erreur
"Lantaldea gizarte hezitzailez, haur hezitzailez eta psikologoez osatuta dago, 12 urte baino gehiagoko ibilbidez bai haurtzaroko esparruan baita esparru sozioedukatiboan ere.","El equipo está formado por educadoras sociales, psicomotricistas, educadoras infantiles y psicólogas con un bagaje de más de 12 años en el ámbito socioeducativo e infantil.",Erreur
Lehendakariak 2017ko Euskadi Ikerkuntza Saria eman dio Enrique Echeburua psikologoari,El Lehendakari entrega el Premio Euskadi de Investigación 2016 al astrofísico Agustín Sánchez Lavega,Erreur
"Programa Bizkaia Talentek zuzentzen du, ondoko hauekin koordinatuta: batetik, Bilbao Metropoli 30, EHUko Zientzia eta Teknologia Fakultatea, Deustuko eta EHUko Unibertsitateetako Zuzenbide Fakultateak, Deustuko Unibertsitateko Deusto Business School, EHUko Ingeniaritza Goi Eskola Teknikoa, Deustuko Ingeniaritza Goi Eskola (ESIDE), Mondragon Unibertsitateko Goi Eskola Politeknikoa, EHUko Ekonomia eta Enpresa Fakultatea; bestetik, bederatzi elkargo profesional: Ekonomistena, Euskal Herriko Kimikari eta Ingeniariena, Euskal Herriko Bide, Kanal eta Portuetako Ingeniariena, Abokatuena, Industria Ingeniariena, Geologoena eta Euskal Herriko Psikologoena.","El programa está liderado por Bizkaia Talent y coordinado junto con Bilbao Metropoli-30 además de la Facultad de Ciencia y Tecnología de la UPV/EHU, Facultad de Derecho de Deusto y de la UPV/EHU, Deusto Business School de la Universidad de Deusto, Escuela Facultad de Economía y empresa de la UPV/EHU y nueve colegios profesionales: el de Economistas; Químicos e Ingenieros Químicos del País Vasco; Ingenieros de Caminos, Canales y Puertos del País Vasco, Abogados, Ingenieros Industriales, Geólogos y Psicólogos de Euskadi.",Erreur
"""Nor da psikologoa?"" Ipuina","Cuento ""Nor da psikologoa?""",Erreur
"Arreta hori profesional espezializatuen diziplina anitzeko taldeak ematen du, eta honako hauexek dira taldekideak: mediku geriatrak, neuropsikologoak, erizainak, psikologoak, fisioterapeutak, gizarte-langileak eta erizaintzako laguntzaileak.","Esta atención es dispensada por un equipo multidisciplinar de profesionales especializados, compuesto por médicos geriatras, neuropsicólogos, enfermeros, psicólogos, fisioterapeutas, trabajadores sociales y auxiliares de enfermería.",Erreur
"Berriro, etxean ematen den heziketari ematen diot garrantzia. Baina, hauxe irakurtzen ari den baten batek erabakiak hartzeko gaitasuna pixka bat sendotu nahi izango balu, psikologo batengana joateko esango nioke, psikologoak bai irakatsiko baitio norbere izaera sendotzen, jende artean hitz egiten, ezetz esaten, eta autoestimua, oso elementu garrantzitsu dena, indartzen.","Si en estos momentos nos está leyendo alguien a quien le gustaría que le ayudaran a reforzar un poco su capacidad de decisión, le aconsejo que acuda a un psicólogo porque los psicólogos sí que enseñamos a reforzar la propia identidad, a hablar en público, saber decir no, a reencontrarse con uno mismo, a aceptarse mejor, con defectos y virtudes...a reforzar la autoestima, que es un elemento muy importante.",Erreur
"Neuropsikologoek adin guztietako pertsonekin egiten dute lan, eta gaitz desberdinak pairatzen dituztenekin:","Los neuropsicólogos trabajan con personas de todas las edades, y que padecen diferentes afecciones:",Erreur
"Psikologoen Elkargo Ofizialek izaten dute maiz aholkularitza-zerbitzua, psikoterapia moten inguruko zalantzak-eta argitzeko.",Los colegios oficiales de psicólogos disponen a menudo de un servicio de asesoramiento para resolver dudas sobre las diferentes psicoterapias.,Erreur
"Beraz, zer egingo dute oporretan: irla bat, maskota psikologoa, waterlide tester edo agian kolore aditua?","Entonces, ¿qué va a ser en estas vacaciones: un guardián de la isla, psicólogo de mascotas, probador de tobogán de agua o tal vez un experto en color?",Erreur
"- Depresioaren inguruko hitzaldia, Maider Gorostidi psikologoaren eskutik",- Charla de Maider Gorostidi sobre la depresión,Erreur
"Eta hori termino politiko hau erabiltzen hasi zenetik. Bere asmatzailea, Destut de Tracy filosofo-psikologo frantsesa eta bere obra ""Ideologiaren osagaiak"" (Parise, 1801) Napoleon enperadoreak ateo eta antzutasunez beterikotzat kritikatu zituenetik hain zuzen.","Desde el primer momento en que su inventor o difusor, el filósofo-psicólogo francés Destut de Tracy lo utilizara en su obra ""Fundamentos de la ideología"" (Paris, 1801) fue duramente criticado por el Emperador Napoleón por considerar su obra atea y estéril.",Erreur
"Howard Gardner BIO Aurkezpena bideo konferentzia bitartez.Howard Gardner (Scranton, EEBB, 1943ko uztailak 11) Harvard-eko Unibertsitateko psikologo, ikertzaile...",Noticias icot Entrevista en Onda 0 a Ana Gardner Presentación por video-conferencia.Howard Gardner es Profesor Hobbs de Cognición y Educación en la Escuela de Educación de Harvard.Ha sido galardonado...,Erreur
"Prestakuntzaz psikologoa naiz, bokazioz ipuin-kontalaria, eta, azkenaldi honetan… bibliotekari lanbidez.","Soy psicóloga de formación, cuentista de vocación y últimamente…bibliotecaria de profesión.",Erreur
Bizkaiko Psikologoen Elkargo Ofiziala.,Qué es el Colegio Oficial de Psicología de Bizkaia,Erreur
"Soziosanitarioei loturik daudenetan Zuzendaritza Taldeentzako, Langile Teknikoentzako (DUE-ak, Fisioak, Terapeutak, Gizarte Langileak, Psikologoak...) Zaharren Egoitzetako eta Menpekotasun Zentroetako Zerbitzu Laguntzaileetan lan egiten duten langileentzako.","Sociosanitarios para Equipos de Dirección, para personal técnico (DUEs, Fisios, Terapeutas, Trabajadores Sociales, Psicólogos, etc..) y personal de Servicios Auxiliares de las Residencias de Personas Mayores y de Centros de Atención a la Dependencia.",Erreur
"Proiektuetan oinarritutako ikaskuntza, lan kooperatiboa, ulerkuntzarako irakaskuntza, pentsamendu estrategiak… bezalako tresna pedagogikoak erabiltzen ditugu. Gainera psikologo, pedagogo eta logopeda talde bat dugu ikasleen ikaskuntza zailtasunak hauteman eta gainditzeko.","Empleamos herramientas pedagógicas como el aprendizaje basado en proyectos, trabajo cooperativo, enseñanza para la comprensión, estrategias de pensamiento… Y disponemos de un servicio de psicólogos, pedagogos y logopedas para detectar y superar las dificultades de los alumnos en el aprendizaje.",Erreur
"Eta itxuraz deus larririk gertatu ez zitzaion arren, psikologoak gaixo-agiria eman eta Tranxilium izeneko pilulak (elefante bati eragiteko modukoak) hartzeko agindu zion.","Aunque en principio no fue nada grave, el psicólogo le dio la baja y le recetó unas pastillas (Tranxilium) capaces de calmar a un elefante.",Erreur
"Psikologoen Elkargo Ofizialen Kontseilu Nagusiaren Legea deskargatu [PDF: 26,0 KB]","Descargar Ley del Consejo General de Colegios Oficiales de Psicólogos [PDF: 26,0 KB]",Erreur
Neuropsikologo klinikoa Irakurri gehiago...,Neuropsicólogo clínico Leer más...,Erreur
"Jose Ramon Gamo neuropsikologoak zuzenduko du solasaldia, eta 11: 00etan hasiko da.","Charla sobre la conducta en la infancia y encargará de dirigir el coloquio, que comenzará a las 11:00 horas.",Erreur
"Antzeko eran jokaturik, Reich ez zen izan jeinuzko psikologo bat, baizik psikologo bat baino gehiago.","En una línea semejante, Reich no fue un proponía como modelo general de creatividad.",Erreur
"Hezkuntza-jardunaldiari buruzko informazioa luzatu nahi dizuegu. Jardunaldi honek bereziki hezitzaiei zuzenduta dago eta oraingoan Carlos de la Cruz, psikologo-sexologoa, gurekin egongo da.","Esta jornada, organizada por Gehitu, está dirigida específicamente a educadores-as y contaremos para ello con la participación de Carlos de la Cruz, psicólogo y sexólogo,",Erreur
"Beatriz Oiarzabal naiz, doula eta psikologoa.","Soy Beatriz Oiarzabal, doula y psicóloga.",Erreur
"Echegaray psikologoaren iritziz, gauzak horrela izatea ulertzeko kontuan hartu behar da gizarte honetan gizakiak bere aldaketen subjektu aktibo izan nahi duela, bere garapen pertsonala patuak, denboraren joanak edo etsipenak determinatzeari aurre egiten dio.","Según Echegaray, este hecho se enmarca en una sociedad en la que las personas quieren ser sujetos activos de sus propios cambios y se resisten a que el azar, el paso del tiempo o la resignación marquen su desarrollo personal.",Erreur
"Abenduak 2, asteazkena, 18:00etan Kulturateko Jokin Zaitegi gelan Hizlariak: AGIPASE elkarteko Julia Rodriguez, psikologoa eta Oihana Arruti, Gizarte Langilea.","Miércoles 2 de Diciembre, a las 18:00, en la sala Jokin Zaitegi de Kulturate Ponentes: Julia Rodríguez, psicóloga y Oihana Arruti, Trabajadora Social de",Erreur
"Funtsezkoa da gure psikologoak egoitzetako zuzeneko arretako taldearekin astero koordinazio-saio bat egitea, erabiltzaile bakoitzak harentzako Banakako Arreta Planean zehazten den esku-hartzea jaso dezan.",Resulta fundamental la coordinación semanal con el equipo de atención directa de las residencias por parte de nuestro psicólogo/a con el objeto de que cada usuario/a reciba la intervención recogida en su Plan de Atención Individualizado.,Erreur
"Itziar Tres Borja, osasun-psikologoa, psikologian lizentziatua Euskal Herriko Unibertsitatean 2005. urtean.","• Itziar Tres Borja, psicóloga sanitaria, licenciada en psicología por la Universidad del País Vasco en el año 2005",Erreur
"Bestalde, ostegunean, hilaren 21ean, AECC Gipuzkoako psikologoak, Miriam Márquezek, hitzaldia eskainiko du euskaraz gai honen inguruan: ""Minbizia duten pazienteen ongizate emozionala, nola landu?"". Antoniano aretoan izango da, 17:00etan.","Por otra parte, el jueves 21, la psicóloga de AECC Gipuzkoa Miriam Márquez, llevará a cabo una charla en euskera titulada “El bienestar emocional de los pacientes oncológicos ¿cómo afrontarlo?” en Antoniano areto a las 17:00 horas.",Erreur
"Entrenatzaile eta psikologoa bera dela pentsatzen duen horietakoa bazara, deskubritu hemen bi lanbideen arteko desberdintasunak.","Si eres uno de los que piensa que ser coach y psicólogo es lo mismo, descubre aquí las diferencias entre ambas ocupaciones.",Erreur
Guraso eskolan psikologo batek gure seme-alaben heziketan lagunduko digu.,Otro año más queremos invitaros a la escuela de padres y madres donde un psicólogo nos ayudará con la educación de nuestros hijos.,Erreur
"Zenbait lanbidetako profesionalentzat lagungarri gertatuko den dokumentua dela deritzogu. Hasteko, sexologiako profesionalentzat noski; baina, orobat, hezitzaileentzat, idatzizko zein ikus-entzunezko komunikabideetan lan egiten dutenentzat, osasun arloko hainbat profesionalentzat (erizainak, ginekologoak, psikologoak), eta kultura eta arte alorreko profesionalentzat oro har.","En efecto, se trata en nuestra opinión de un documento válido para profesionales de ramas diversas: en primer lugar para los profesionales de la sexología, pero también para los educadores en general, los profesionales de la comunicación escrita y audiovisual, los de áreas sanitarias como la enfermería, la ginecología y la psicología, y profesionales de la cultura y las artes en general.",Erreur
"Arrazoi hauengatik joan beharko zenuke psikologoarengana (Asteartea, 2019ko apirilaren 16a)",Estas son las razones por las que deberías ir al psicólogo (16/04/2019),Erreur
Psikologoaren kontsultara iritsitakoan... zer gertatzen da?,"Una vez en la consulta del psicólogo, ¿qué sucede?",Erreur
"Haur eta nerabe psikologoa, AG-H-Ndun adingabekoekin lanean, 2008az geroztik.","Psicóloga Infanto-juvenil trabajando con menores con TDA-H, desde 2008.",Erreur
"Besteak beste, Bergarako Udaleko Gizarte Zerbitzuetako gizarte laguntzaile, terapeuta eta hezitzaileekin, Gipuzkoako Foru Aldundiko familiako eskuhartze programetako hezitzaileekin, Gautenako espezialistekin, Osakidetzako psikologo edo/eta psikiatrekin eta baita bestelako espezialista pribatuekin ere.","Entre otros, con educadores, terapeutas y asistentes sociales de los Servicios Sociales del Ayuntamiento de Bergara, con educadores del programa de intervención familiar de la Diputación Foral de Guipúzcoa, con especialistas de Gautena, con psiquiatras y/o psicólogos de Osakidetza y también con especialistas privados.",Erreur
