Basque (eu),Spanish (es),es_traduction
"Iñaki Arrizabalaga eta Julen Arrieta, Ingeniaritza Dualeko ikasleak, RETO TEXTIAko finalisten aurkezpenean","Puedes Arrieta, alumnos de Ingeniería Dual, en la presentación de los finalistas del RETO TEXTIA","Iñaki Arrizabalaga y Julen Arrieta, estudiantes de Ingeniería Dual, en la presentación de los finalistas del RETO TEXTIA."
"KARRERA BUKAERAKO PROIEKTUAK, INGENIARITZA KIMIKOKO TITULAZIOA Laster.","PROYECTOS FIN DE CARRERA, TITULACIÓN DE INGENIERÍA QUÍMICA","PROYECTOS PARA LA CARRERA, TITULACIÓN EN INGENIERÍA QUÍMICA, PRONTO."
"Ingeniaritza zibilaren adar klasiko bat da egitura-ingeniaritza, eta eraikuntza-lanen eta gainerakoen egiturazko alderdia diseinatzeaz eta kalkulatzeaz arduratzen da.Helburua da egiturak funtzionalak izatea eta egokiak izatea materialen erresistentziaren ikuspegitik.Azken batean, alde praktikotik, egitura-ingeniaritza da ingurune jarraituen mekanika aplikatzea egiturazko elementu eta sistemak diseinatzeko, hala nola eraikinak, zubiak, hormak (tartean, euste-hormak), presak eta tunelak.","CÁLCULOS ESTRUCTURALES La ingeniería estructural es una rama clásica de la práctico, la ingeniería estructural es la aplicación de la mecánica de medios continuos para el diseño de elementos y sistemas estructurales tales como edificios, puentes, muros (incluyendo muros de contención), presas, túneles, etc","Ingeniería estructural es una rama clásica de la ingeniería civil, y se encarga del diseño y cálculo de la parte estructural de las obras de construcción y demás. Su objetivo es que las estructuras sean funcionales y adecuadas desde el punto de vista de la resistencia de los materiales. En esencia, desde el punto de vista práctico, la ingeniería estructural es la aplicación de la mecánica de medios continuos para diseñar elementos y sistemas estructurales, como edificios, puentes, muros (incluyendo muros de contención), presas y túneles."
"Bestetik, IK4 Teknikerrek erreportaje bat argitaratuko du gure newsletterrean, zeinak 11.000 harpidedun baino gehiago dituen, talentua kudeatzeko garatzen dituen jardunbideei eta neurriei buruz. IK4 Tekniker, fabrikazio aurreratuko teknologietan, gainazalen ingeniaritzan, produktu-ingeniaritzan eta IKTetan espezializatutako zentro teknologikoa da.","Por su parte, IK4 Tekniker, centro tecnológico especializado en tecnologías de fabricación avanzada, ingeniería de superficies, ingeniería de producto y TICs, será premiada con la publicación de un reportaje en nuestra newsletter con más de 11.000 suscriptores acerca de las prácticas y medidas de gestión del talento que desarrolla en la misma.","Además, IK4 Tekniker publicará un reportaje en nuestro boletín informativo, que cuenta con más de 11.000 suscriptores, sobre las prácticas y medidas que desarrolla para la gestión del talento. IK4 Tekniker es un centro tecnológico especializado en tecnologías de fabricación avanzada, ingeniería de superficies, ingeniería de producto e ITC (Tecnologías de la Información y la Comunicación)."
2. maila: Ingeniaritza Mekanikoaren eta Elektrikoaren eta softwarearen eraketaren oinarriak ezagutuko dituzu.,2º curso: conocerás los fundamentos de la Ingeniería Mecánica y Eléctrica y de la construcción de software.,2. mailan: Ingeniaritza Mekanikoaren eta Elektrikoaren eta softwarearen oinarriak ezagutuko dituzu.
"ULMA Taldeak akordio bat izenpetu du Nafarroako Unibertsitateko Ingeniaritza Eskolarekin ikasleen prestakuntzan lankidetzan aritzeko, enpresaren lehiakortasuna bultzatu eta ikasleak lan mundura hurbiltzen lagunduko duten ekintzen bitartez.",El Grupo ULMA ha firmado un acuerdo con la Escuela de Ingenieros de la Universidad de Navarra para colaborar en la formación de los estudiantes mediante el desarrollo de acciones que fomenten la competitividad de la empresa y el acercamiento de los alumnos al mundo laboral.,"ULMA Taldea ha firmado un acuerdo con la Escuela de Ingeniería de la Universidad de Navarra para colaborar en la formación de los estudiantes, a través de acciones que potenciarán la competitividad de la empresa y ayudarán a los estudiantes a acercarse al mundo laboral."
UNIBASQeko txostena Industria Ingeniaritzako Unibertsitate Masterra,Informe UNIBASQ Grado en Ingeniería en Sistemas de Telecomunicación,"""El informe de UNIBASQ sobre el Máster en Ingeniería Industrial"""
"Ekonomia-finantzako Zuzendariorde Elena Bravo, Segurtasun eta Ingeniaritza Buru den Alejandro Urienekin eta Garbiketako Koordinatzailea den Ricardo Fernándezekin batera, saio hau aurkezteaz arduratu da.","La Subdirectora Económico Financiera, Elena Bravo, junto con Alejandro Urien, Jefe de Seguridad e Ingeniería y Ricardo Fernández, Coordinador de Limpieza, han sido los encargados de presentar esta sesión.","Elena Bravo, Directora Adjunta de Economía y Finanzas, junto a Alejandro Urien, Jefe de Seguridad e Ingeniería, y Ricardo Fernández, Coordinador de Limpieza, han sido los responsables de presentar esta sesión."
UPV/EHUko Gasteizko Ingeniaritza Eskolak FANUC-ko Robodrill Zentro berria bere ekipamenduan sartu du,La Escuela de Ingenieria de Vitoria-Gasteiz UPV/EHU incorpora a su equipamiento un nuevo Centro de Mecanizado Robodrill de FANUC,UPV/EHUko Gasteizko Ingeniaritza Eskolak ha incorporado un nuevo centro de mecanizado Robodrill de FANUC a su equipamiento.
HurrengoaKantabriako Ingeniaritza Eskolako ikasleak bisitari Bilboko Portuko erdiko kai-muturreko obretan eta harrobi zaharra egonkortzeko lanetan,SiguienteAlumnos de la Escuela de Ingeniería de Cantabria visitan las obras del espigón central y la estabilización de la antigua cantera del Puerto de Bilbao Favoritos epuertobilbao,"La frase en español sería: ""Los estudiantes de la Escuela de Ingeniería de Cantabria visitan las obras en el muelle central del Puerto de Bilbao y los trabajos de estabilización de la antigua cantera."" 

Nota: La frase original en euskera no se proporcionó. La traducción al español se basa en el contexto general de una visita a un puerto y a obras de ingeniería. 

Para proporcionar una traducción más precisa, necesitaría la frase original en euskera."
Gaia -- Hautatu gaia -- Guztiak Lanak Hirigintza Eraikingintza Eraikuntza Zaharberritzea eta ondarea Paisaia Interiorismoa Ingeniaritza eta teknologia berriak Teoria eta historia Estetika Saiakera Artea eta arkitektura Arkitektura eta gizartea Iraunkortasuna Lankidetza Sektoreko entitateak Argazkia Lanbidea Arkitektura iragankorrak Zinema eta eszenografia Bideojokoak Ilustrazioa eta komikiak Diseinua Poëte,Tema -- Seleccionar tema -- Todos Obra Urbanismo Edificación Construcción Restauración y Patrimonio Paisaje Interiorismo Ingeniería y Nuevas Tecnologías Teoría e Historia Estética Ensayo Arte y Arquitectura Arquitectura y Sociedad Sostenibilidad Cooperación Entidades del sector Fotografía Profesión Arquitecturas efímeras Cine y escenografía Videojuegos Ilustración y cómics Diseño Vivienda Acción social,Todas las categorías.
"Sail honek Ingeniaritza Goi Eskola Teknikoan dauka bere egoitza, eta Fisikaren arloko ikasgaiez arduratzen da.",Este Departamento tiene su sede en la E.T.S. de Ingenieros y tiene a su cargo las asignaturas del área de Física.,"Esta frase se traduce al español como: 

Esta escuela tiene su sede en la Escuela Superior de Ingeniería Técnica y se ocupa de las asignaturas de Física."
INGENIARITZAKO GRADUONDOEN INBESTIDURA 2018 URTEROKO INGENIARITZA ALUMNI TOPAKETA 2017,INVESTIDURA POSGRADOS INGENIERÍA 2018 ENCUENTRO ANUAL ALUMNI INGENIERÍA 2017 + fotos,"La inmersión de los graduados en ingeniería en 2018, la reunión de los ingenieros de 2017. 

Esta frase se refiere a un evento de inmersión o introducción de graduados en ingeniería en 2018 y a una reunión de ingenieros realizada en 2017. 

El término ""ingeneritzako graduondoen inbestidura"" se refiere a la inmersión o introducción de graduados en ingeniería, mientras que ""alumniko topaketa 2017"" se refiere a una reunión o encuentro de los graduados de 2017. 

Es importante mencionar que ""alumniko"" es un término en euskera que se refiere a los graduados o estudiantes, y ""topaketa"" significa encuentro o reunión. 

La frase parece ser parte de un contexto académico, posiblemente relacionado con una universidad o institución de formación en ingeniería, donde se celebra un evento para los graduados y se menciona un encuentro anterior. 

Por lo tanto, la traducción al español sería:

""La inmersión de los graduados en ingeniería en 2018, la reunión de los ingenieros de 2017."" 

Espero que esta traducción sea útil para ti."
"Aurreko bi paragrafoetan ezarritakoa ez da aplikagarria izango NUPen 2017-2018 ikasturtea baino lehenagoko ikasturteetan matrikulatu diren ingeniaritzako eta unibertsitateko masterreko ikasleen kasuan, ikasketen amaierako lana egitea eta defenditzea baizik falta ez dutenean.",No será de aplicación para estudiantes de ingeniería y matriculados en la UPNA en cursos anteriores al 2017-2018 y que solo tengan pendiente de elaboración y defensa el trabajo fin de carrera ni para los estudiantes de Máster Universitario.,"La información establecida en los dos párrafos anteriores no será aplicable para estudiantes de ingeniería y máster universitario que se matricularon en NUP antes del curso académico 2017-2018, siempre y cuando solo les falte realizar y defender el trabajo final de estudios."
"Leherketa-arriskuen analisi kualitatibo eta kuantitatiboa egiten dugu HAZOP metodologia edo Ondorioen Kalkulua erabiliz, ingeniaritzan oinarrituta (plantaren Layout diseinua, eraikuntza-ezaugarriak, …).","Analizamos cualitativa y cuantitativamente los riesgos de explosión, mediante metodología HAZOP o Cálculo de Consecuencias, en fase de ingeniería (diseño de Layout de planta, características constructivas, …).","Realizamos un análisis cualitativo y cuantitativo de riesgos de accidentes utilizando la metodología HAZOP o el Cálculo de Consecuencias, basado en ingeniería (diseño del layout de la planta, características de construcción, etc.)."
Telekomunikazio Teknologiaren Ingeniaritzako Gradua,Grado en Ingeniería en Tecnología de Telecomunicación,Grado en Ingeniería de Tecnologías de Telecomunicación
Azalpena Enplegu Zerbitzuaren helburua da Gipuzkoako Ingeniaritza Eskolako (GIE) tituludunak lan munduan txertatzen laguntzea.,Descripción El servicio de colocación laboral tiene como objetivo facilitar la inserción laboral de los/as titulados/as en la Escuela de Ingeniería de Gipuzkoa (EIG).,El objetivo del Servicio de Orientación al Empleo es ayudar a los titulados de la Escuela Técnica Superior de Ingeniería de Gipuzkoa (ETSIG) a integrarse en el mundo laboral.
"Hala eta guztiz ere, irakurritako mezuaren esaldi hori irakurri dudanean, '... Ingurumenarekin eta itsasoko babesarekin konprometituta dauden ingeniaritza-ikasle gazteei laguntzea eta itsasontzi konposite berritzaileak eraikitzea (karbono-zuntzezko papera) interes... "", zaletasuna izan nintzen"".","Sin embargo, cuando leí la oración en el correo electrónico que decía: '... para apoyar a un equipo de jóvenes estudiantes de ingeniería comprometidos con el medio ambiente y la protección de los océanos y construir barcos innovadores compuestos (uno con láminas de fibra de carbono) probablemente sería de su Interés... "", estaba enganchado"".","""Sin embargo, cuando leí esa frase en el mensaje que me enviaste, '... Ayudar a estudiantes jóvenes de ingeniería comprometidos con el medio ambiente y la protección marina y construir barcos compuestos innovadores (con papel de fibra de carbono), me interesó mucho""."
Ingeniaritza Elektronikoko Gradua - UPV/EHU,Doble Grado en Física y en Ingeniería Electrónica - UPV/EHU,Grado en Ingeniería Electrónica - UPV/EHU
Ver Ingurunearen Ingeniaritzan graduatua Nafarroako Unibertsitate Publikoan URI,Graduado o Graduada en Derecho por la Universidad Pública de Navarra / URI,Soy graduado en Ingeniería Ambiental por la Universidad Pública de Navarra.
"PREVENORek profesionalez osatutako garrantzizko talde bat du gaur egun; profesional hauek zenbait espezialitate teknikotan daude titulatuta (ingeniaritza, laneko medikuntza, kimika eta zuzenbidea), eta guztiek Goi Mailako Teknikariak dira laneko arriskuen prebentzioaren alorrean.","PREVENOR cuenta en su plantilla con un importante equipo integrado por Profesionales Titulados en diferentes especialidades técnicas (ingeniería, medicina del trabajo, química y derecho), todos ellos Técnicos Superiores en requiera.","Hoy en día, cuenta con un equipo profesional importante formado por profesionales titulados en diversas especialidades técnicas (ingeniería, medicina laboral, química y derecho), y todos ellos son Técnicos Superiores en el ámbito de la prevención de riesgos laborales."
"Zeregin honetan badu eskarmentua, 1996an Ingeniaritza Dualaren Eskola abiatu zuen Frantziako CESI taldearekin elkarlanean.",En 1996 puso en marcha la Escuela de Ingeniería Dual en colaboración con el Grupo CESI.,"En esta tarea tiene experiencia, ya que en 1996 lanzó la Escuela de Ingeniería Dual en colaboración con el grupo francés CESI."
"Ingeniaritza Dualaren Unibertsitate Eskolak komunikazioa aurkeztu zuen EDULEARN biltzarrean Nazioarteko hezkuntza eta teknologia uztartzen dituen nazioarteko batzar honetan UPV/EHU ordezkatuz, IMHko Ingeniaritza Dualaren Unibertsitate Eskolako arduradun pedagogikoak garatzen diharduen tesi doktoralaren komunikazioa egin zuen.","La Escuela Universitaria de Ingeniería Dual presentó su comunicación en el Congreso EDULEARN Representando a la UPV/EHU, el Diretor pedagógico de la Escuela Universitaria de Ingeniería Dual del IMH expuso la comunicación de su tesis doctoral en este congreso internacional sobre educación y tecnología.","La Escuela Universitaria de Ingeniería Dual presentó la comunicación en la conferencia EDULEARN, representando a la UPV/EHU, y el responsable pedagógico del Instituto de Mantenimiento Industrial (IMH) hizo la comunicación de la tesis doctoral que está desarrollando."
